Player,First_Year,Last_Year,Years_Played,Last_Age,Games,Games_Started,Targets,Receptions,Receiving_Yards,Receiving_TDs,First_Downs,Fumbles,Teams,Yards_Per_Reception,Catch_Rate,TD_Rate,Yards_Per_Game,TD_Per_Game,First_Down_Rate,Player_Score,Tier,All_Time_Rank,Experience_Level,Prime_Years,Prime_Rating
A.J. Brown,2019,2023,5,26,77,69,598.0,379,5947,42,268,7.0,"PHI, TEN",15.7,63.4,11.1,77.2,0.55,70.7,48.6,Elite,51,Moderate,2019-2021,24.2
A.J. Green,2011,2022,11,34,158,144,1269.0,727,10514,70,491,12.0,"ARI, CIN",14.5,57.3,9.6,66.5,0.44,67.5,56.4,Elite,22,Extended,2014-2016,22.3
A.J. Jenkins,2012,2014,3,25,28,3,33.0,17,223,0,9,1.0,"KAN, SFO",13.1,51.5,0.0,8.0,0.0,52.9,12.8,Average,974,Minimal,,
A.T. Perry,2023,2023,1,24,10,3,18.0,12,246,4,10,0.0,NOR,20.5,66.7,33.3,24.6,0.4,83.3,27.8,Great,255,Minimal,,
Aaron Burbridge,2016,2016,1,23,16,3,16.0,7,88,0,5,1.0,SFO,12.6,43.8,0.0,5.5,0.0,71.4,12.1,Below Average,1016,Minimal,,
Aaron Dobson,2013,2015,3,24,24,13,98.0,53,698,4,36,1.0,NWE,13.2,54.1,7.5,29.1,0.17,67.9,21.1,Great,451,Minimal,,
Aaron Moorehead,2003,2007,5,27,36,2,62.0,31,330,1,17,1.0,IND,10.6,50.0,3.2,9.2,0.03,54.8,14.6,Average,835,Minimal,,
Ace Sanders,2013,2014,2,23,27,4,94.0,57,539,1,23,2.0,JAX,9.5,60.6,1.8,20.0,0.04,40.4,15.3,Average,791,Minimal,,
Adam Humphries,2015,2021,7,28,96,32,455.0,320,3314,13,183,7.0,"TAM, TEN, WAS",10.4,70.3,4.1,34.5,0.14,57.2,27.0,Great,272,Moderate,2016-2018,20.1
Adam Jennings,2006,2008,3,26,45,2,9.0,6,62,1,3,5.0,"2TM, ATL",10.3,66.7,16.7,1.4,0.02,50.0,12.9,Average,968,Minimal,,
Adam Thielen,2014,2023,10,33,152,118,913.0,637,7696,59,397,9.0,"CAR, MIN",12.1,69.8,9.3,50.6,0.39,62.3,45.7,Elite,63,Moderate,2018-2021,24.2
Adrian Arrington,2010,2011,2,26,5,0,12.0,9,110,0,5,0.0,NOR,12.2,75.0,0.0,22.0,0.0,55.6,17.3,Good,648,Minimal,,
Adrian Madise,2003,2003,1,23,11,0,3.0,2,10,0,0,1.0,DEN,5.0,66.7,0.0,0.9,0.0,0.0,9.3,Below Average,1146,Minimal,,
Ahmad Merritt,2001,2003,3,26,29,4,42.0,19,170,0,8,4.0,CHI,8.9,45.2,0.0,5.9,0.0,42.1,11.5,Below Average,1053,Minimal,,
Albert Connell,2000,2001,2,27,27,13,130.0,51,953,5,36,0.0,"NOR, WAS",18.7,39.2,9.8,35.3,0.19,70.6,26.2,Great,294,Minimal,,
Albert Wilson,2014,2021,7,29,89,38,334.0,218,2499,12,117,0.0,"KAN, MIA",11.5,65.3,5.5,28.1,0.13,53.7,23.9,Great,356,Limited,,
Aldrick Robinson,2012,2018,6,30,82,5,180.0,86,1422,14,61,0.0,"ATL, MIN, SFO, WAS",16.5,47.8,16.3,17.3,0.17,70.9,21.8,Great,422,Minimal,,
Alec Pierce,2022,2023,2,23,33,28,143.0,73,1107,4,52,1.0,IND,15.2,51.0,5.5,33.5,0.12,71.2,21.9,Great,416,Minimal,,
Alex Bannister,2001,2005,5,26,57,4,24.0,9,121,1,6,0.0,SEA,13.4,37.5,11.1,2.1,0.02,66.7,13.1,Average,947,Minimal,,
Alex Erickson,2016,2023,7,31,105,17,181.0,112,1373,2,64,17.0,"CAR, CIN, LAC",12.3,61.9,1.8,13.1,0.02,57.1,16.8,Good,690,Limited,,
Alex Van Dyke,2000,2000,1,26,4,0,4.0,1,8,0,1,0.0,PHI,8.0,25.0,0.0,2.0,0.0,100.0,10.7,Below Average,1098,Minimal,,
Alexander Hollins,2019,2019,1,23,5,1,4.0,2,46,0,2,0.0,MIN,23.0,50.0,0.0,9.2,0.0,100.0,17.2,Good,655,Minimal,,
Allen Hurns,2014,2019,6,28,82,56,416.0,241,3380,25,155,5.0,"DAL, JAX, MIA",14.0,57.9,10.4,41.2,0.3,64.3,31.9,Elite,189,Limited,,
Allen Lazard,2018,2023,6,28,71,52,308.0,192,2547,21,137,0.0,"GNB, NYJ",13.3,62.3,10.9,35.9,0.3,71.4,29.9,Elite,221,Limited,,
Allen Robinson,2014,2023,10,30,127,122,950.0,562,7028,43,360,2.0,"CHI, JAX, LAR, PIT",12.5,59.2,7.7,55.3,0.34,64.1,42.3,Elite,82,Moderate,2015-2018,21.0
Alshon Jeffery,2012,2020,9,30,109,97,827.0,475,6786,46,357,6.0,"CHI, PHI",14.3,57.4,9.7,62.3,0.42,75.2,45.0,Elite,70,Moderate,2013-2015,21.4
Alvis Whitted,2000,2006,6,32,84,23,171.0,72,969,6,45,2.0,"JAX, OAK",13.5,42.1,8.3,11.5,0.07,62.5,18.0,Good,599,Minimal,,
Amani Toomer,2000,2008,9,34,135,124,1002.0,545,7679,42,393,5.0,NYG,14.1,54.4,7.7,56.9,0.31,72.1,48.0,Elite,53,Moderate,2000-2002,21.1
Amara Darboh,2017,2017,1,23,16,0,13.0,8,71,0,2,0.0,SEA,8.9,61.5,0.0,4.4,0.0,25.0,10.6,Below Average,1105,Minimal,,
Amari Cooper,2015,2023,9,29,140,133,1078.0,667,9486,60,441,9.0,"2TM, CLE, DAL, OAK",14.2,61.9,9.0,67.8,0.43,66.1,51.6,Elite,37,Moderate,2017-2019,22.6
Amari Rodgers,2021,2023,3,24,35,2,35.0,20,249,1,14,8.0,"2TM, GNB, IND",12.4,57.1,5.0,7.1,0.03,70.0,14.2,Average,864,Minimal,,
Amon-Ra St. Brown,2021,2023,3,24,49,41,429.0,315,3588,21,191,1.0,DET,11.4,73.4,6.7,73.2,0.43,60.6,40.0,Elite,100,Moderate,2021-2023,21.9
Andrae Thurman,2004,2005,2,25,17,1,16.0,9,104,0,10,1.0,"2TM, GNB",11.6,56.2,0.0,6.1,0.0,111.1,15.0,Average,813,Minimal,,
Andre Baccellia,2022,2022,1,25,8,0,10.0,7,45,0,4,0.0,ARI,6.4,70.0,0.0,5.6,0.0,57.1,11.8,Below Average,1034,Minimal,,
Andre Caldwell,2008,2015,8,30,105,18,274.0,156,1509,11,86,5.0,"CIN, DEN",9.7,56.9,7.1,14.4,0.1,55.1,19.4,Good,532,Limited,,
Andre Holmes,2012,2018,7,30,94,25,257.0,128,1744,15,91,0.0,"2TM, BUF, DAL, OAK",13.6,49.8,11.7,18.6,0.16,71.1,21.8,Great,422,Limited,,
Andre Johnson,2003,2016,14,35,193,187,1739.0,1062,14185,70,701,10.0,"HOU, IND, TEN",13.4,61.1,6.6,73.5,0.36,66.0,66.9,Elite,8,Extended,2007-2009,22.3
Andre King,2001,2004,4,31,42,3,45.0,30,327,0,13,1.0,CLE,10.9,66.7,0.0,7.8,0.0,43.3,14.8,Average,825,Minimal,,
Andre Patton,2019,2019,1,25,13,5,17.0,6,56,0,4,0.0,LAC,9.3,35.3,0.0,4.3,0.0,66.7,10.0,Below Average,1132,Minimal,,
Andre Reed,2000,2000,1,36,13,0,18.0,10,103,1,8,0.0,WAS,10.3,55.6,10.0,7.9,0.08,80.0,16.4,Good,719,Minimal,,
Andre Rison,2000,2000,1,33,16,0,70.0,41,606,6,29,0.0,OAK,14.8,58.6,14.6,37.9,0.38,70.7,30.7,Elite,213,Minimal,,
Andre Roberts,2010,2021,12,33,179,41,491.0,262,3079,15,151,24.0,"2TM, ARI, ATL, BUF, DET, NYJ, WAS",11.8,53.4,5.7,17.2,0.08,57.6,22.9,Great,383,Limited,2011-2013,17.8
Andre' Davis,2002,2009,8,30,104,33,302.0,156,2470,17,89,4.0,"BUF, CLE, HOU, NWE",15.8,51.7,10.9,23.8,0.16,57.1,27.0,Great,272,Limited,,
Andrei Iosivas,2023,2023,1,24,16,1,25.0,15,116,4,11,0.0,CIN,7.7,60.0,26.7,7.2,0.25,73.3,17.4,Good,642,Minimal,,
Andrew Hawkins,2011,2016,6,30,74,30,341.0,209,2419,9,119,3.0,"CIN, CLE",11.6,61.3,4.3,32.7,0.12,56.9,25.1,Great,324,Limited,,
Andrew Turzilli,2015,2015,1,24,3,0,2.0,2,25,0,1,0.0,TEN,12.5,100.0,0.0,8.3,0.0,50.0,16.1,Good,738,Minimal,,
Andy Isabella,2019,2022,4,26,41,3,54.0,33,447,3,17,1.0,"2TM, ARI",13.5,61.1,9.1,10.9,0.07,51.5,16.0,Good,746,Minimal,,
Andy Jones,2018,2018,1,24,8,3,24.0,11,80,1,6,0.0,DET,7.3,45.8,9.1,10.0,0.12,54.5,13.2,Average,938,Minimal,,
Anquan Boldin,2003,2016,14,36,202,198,1737.0,1076,13779,82,695,18.0,"ARI, BAL, DET, SFO",12.8,61.9,7.6,68.2,0.41,64.6,67.5,Elite,6,Extended,2007-2009,22.5
Anthony Armstrong,2010,2012,3,29,35,13,122.0,54,986,5,36,1.0,"2TM, WAS",18.3,44.3,9.3,28.2,0.14,66.7,22.6,Great,391,Minimal,,
Anthony Bright,2002,2002,1,25,1,0,3.0,0,0,0,0,0.0,CAR,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Anthony Gonzalez,2007,2011,4,27,39,11,141.0,99,1307,7,66,0.0,IND,13.2,70.2,7.1,33.5,0.18,66.7,25.7,Great,306,Minimal,,
Anthony Miller,2018,2021,4,27,50,18,227.0,140,1589,12,79,4.0,"2TM, CHI",11.4,61.7,8.6,31.8,0.24,56.4,24.8,Great,333,Limited,,
Anthony Mix,2007,2007,1,24,9,0,5.0,3,39,0,4,0.0,2TM,13.0,60.0,0.0,4.3,0.0,133.3,16.2,Good,733,Minimal,,
Anthony Schwartz,2021,2022,2,22,25,3,33.0,14,186,1,8,1.0,CLE,13.3,42.4,7.1,7.4,0.04,57.1,13.0,Average,954,Minimal,,
Antoine Green,2023,2023,1,24,9,0,2.0,1,2,0,0,0.0,DET,2.0,50.0,0.0,0.2,0.0,0.0,6.0,Below Average,1180,Minimal,,
Antoine Wesley,2021,2021,1,24,15,4,32.0,19,208,3,9,0.0,ARI,10.9,59.4,15.8,13.9,0.2,47.4,17.6,Good,626,Minimal,,
Antonio Brown,2005,2021,13,33,153,110,1408.0,928,12291,83,607,17.0,"NWE, PIT, TAM, WAS",13.2,65.9,8.9,80.3,0.54,65.4,65.5,Elite,11,Extended,2014-2016,23.0
Antonio Bryant,2002,2009,7,28,106,82,713.0,372,5685,30,287,6.0,"2TM, CLE, DAL, SFO, TAM",15.3,52.2,8.1,53.6,0.28,77.2,42.3,Elite,82,Moderate,2002-2005,20.1
Antonio Callaway,2018,2020,3,23,25,14,98.0,53,695,5,31,1.0,"CLE, MIA",13.1,54.1,9.4,27.8,0.2,58.5,21.2,Great,445,Minimal,,
Antonio Chatman,2003,2008,6,29,74,7,197.0,114,1160,6,67,4.0,"CIN, GNB",10.2,57.9,5.3,15.7,0.08,58.8,19.7,Good,518,Limited,,
Antonio Freeman,2000,2003,4,31,62,32,330.0,174,2471,19,124,2.0,"GNB, PHI",14.2,52.7,10.9,39.9,0.31,71.3,33.4,Elite,166,Limited,2000-2002,21.0
Antonio Gandy-Golden,2020,2020,1,22,6,2,7.0,1,3,0,0,0.0,WAS,3.0,14.3,0.0,0.5,0.0,0.0,3.5,Below Average,1190,Minimal,,
Antwaan Randle El,2002,2010,9,31,143,71,596.0,370,4467,15,234,31.0,"PIT, WAS",12.1,62.1,4.1,31.2,0.1,63.2,31.0,Elite,205,Moderate,2002-2007,20.6
ArDarius Stewart,2017,2017,1,24,15,2,13.0,6,82,0,2,0.0,NYJ,13.7,46.2,0.0,5.5,0.0,33.3,11.3,Below Average,1066,Minimal,,
Armon Binns,2012,2012,1,23,11,5,40.0,24,277,1,22,1.0,2TM,11.5,60.0,4.2,25.2,0.09,91.7,18.9,Good,557,Minimal,,
Arnaz Battle,2003,2011,9,31,113,38,309.0,178,2150,11,108,15.0,"PIT, SFO",12.1,57.6,6.2,19.0,0.1,60.7,23.6,Great,367,Limited,,
Arnold Jackson,2001,2002,2,25,32,2,24.0,14,86,1,5,2.0,ARI,6.1,58.3,7.1,2.7,0.03,35.7,11.6,Below Average,1042,Minimal,,
Arrelious Benn,2010,2017,5,29,61,24,107.0,65,990,6,36,2.0,"JAX, TAM",15.2,60.7,9.2,16.2,0.1,55.4,20.1,Great,493,Minimal,,
Ashley Lelie,2002,2008,7,28,107,59,463.0,217,3749,15,152,1.0,"ATL, DEN, OAK, SFO",17.3,46.9,6.9,35.0,0.14,70.0,31.0,Elite,205,Limited,,
Ashton Dulin,2019,2022,4,25,55,3,52.0,33,450,3,23,1.0,IND,13.6,63.5,9.1,8.2,0.05,69.7,16.1,Good,738,Minimal,,
Atnaf Harris,2002,2002,1,23,1,1,2.0,1,8,0,0,0.0,HOU,8.0,50.0,0.0,8.0,0.0,0.0,10.0,Below Average,1132,Minimal,,
Auden Tate,2018,2021,4,24,35,12,118.0,61,799,2,43,1.0,CIN,13.1,51.7,3.3,22.8,0.06,70.5,18.0,Good,599,Minimal,,
Aundrae Allison,2007,2008,2,22,26,0,40.0,18,231,0,13,4.0,MIN,12.8,45.0,0.0,8.9,0.0,72.2,13.7,Average,898,Minimal,,
Austin Carr,2018,2020,3,27,26,5,22.0,13,133,3,9,0.0,NOR,10.2,59.1,23.1,5.1,0.12,69.2,15.1,Average,809,Minimal,,
Austin Collie,2009,2013,5,28,49,17,268.0,179,1908,16,110,1.0,"IND, NWE",10.7,66.8,8.9,38.9,0.33,61.5,30.4,Elite,216,Limited,2009-2011,21.4
Austin Mack,2020,2020,1,23,11,1,11.0,7,91,0,5,0.0,NYG,13.0,63.6,0.0,8.3,0.0,71.4,14.2,Average,864,Minimal,,
Austin Pettis,2011,2014,4,26,51,11,176.0,107,1034,9,69,3.0,"2TM, STL",9.7,60.8,8.4,20.3,0.18,64.5,21.5,Great,434,Limited,,
Austin Trammell,2022,2023,2,25,22,0,11.0,6,42,0,3,3.0,LAR,7.0,54.5,0.0,1.9,0.0,50.0,9.9,Below Average,1134,Minimal,,
Avion Black,2001,2002,2,25,25,0,26.0,14,142,0,7,2.0,"BUF, HOU",10.1,53.8,0.0,5.7,0.0,50.0,12.9,Average,968,Minimal,,
Az-Zahir Hakim,2000,2006,7,29,86,34,466.0,260,3267,19,163,18.0,"DET, NOR, STL",12.6,55.8,7.3,38.0,0.22,62.7,32.2,Elite,182,Limited,,
Bam Childress,2005,2006,2,24,3,0,6.0,5,39,0,2,0.0,NWE,7.8,83.3,0.0,13.0,0.0,40.0,14.5,Average,841,Minimal,,
Bashir Yamini,2000,2000,1,23,6,0,1.0,0,0,0,0,0.0,TEN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Ben Edwards,2015,2015,1,23,2,0,2.0,1,9,0,0,0.0,NYG,9.0,50.0,0.0,4.5,0.0,0.0,8.7,Below Average,1155,Minimal,,
Ben Obomanu,2007,2013,6,30,69,13,154.0,88,1217,7,47,1.0,"NYJ, SEA",13.8,57.1,8.0,17.6,0.1,53.4,20.0,Great,499,Minimal,,
Ben Skowronek,2021,2023,3,26,45,12,93.0,58,575,1,26,0.0,LAR,9.9,62.4,1.7,12.8,0.02,44.8,14.3,Average,855,Minimal,,
Bennie Fowler,2015,2020,6,29,68,12,174.0,97,1101,6,58,2.0,"DEN, NOR, NYG",11.4,55.7,6.2,16.2,0.09,59.8,17.9,Good,606,Minimal,,
Bernard Berrian,2004,2011,8,31,109,70,563.0,288,4122,24,183,7.0,"CHI, MIN",14.3,51.2,8.3,37.8,0.22,63.5,32.0,Elite,186,Limited,2006-2008,21.0
Bernard Reedy,2017,2017,1,26,11,0,2.0,2,21,0,0,1.0,2TM,10.5,100.0,0.0,1.9,0.0,0.0,12.8,Average,974,Minimal,,
Bert Emanuel,2000,2001,2,31,19,5,66.0,28,378,1,33,1.0,"2TM, MIA",13.5,42.4,3.6,19.9,0.05,117.9,19.7,Good,518,Minimal,,
Bethel Johnson,2003,2006,4,27,50,9,80.0,39,606,4,27,4.0,"MIN, NWE",15.5,48.8,10.3,12.1,0.08,69.2,19.0,Good,552,Minimal,,
Bill Schroeder,2000,2004,5,33,67,58,380.0,197,3065,21,150,4.0,"DET, GNB, TAM",15.6,51.8,10.7,45.7,0.31,76.1,36.1,Elite,135,Limited,,
Billy Davis,2000,2000,1,28,16,1,4.0,3,62,0,3,0.0,BAL,20.7,75.0,0.0,3.9,0.0,100.0,19.8,Good,509,Minimal,,
Billy McMullen,2003,2008,5,28,49,2,118.0,52,725,3,32,2.0,"MIN, PHI, SEA",13.9,44.1,5.8,14.8,0.06,61.5,17.9,Good,606,Minimal,,
Biren Ealy,2007,2007,1,23,4,0,3.0,1,6,0,0,0.0,TEN,6.0,33.3,0.0,1.5,0.0,0.0,6.3,Below Average,1177,Minimal,,
Blair White,2010,2010,1,23,13,4,57.0,36,355,5,24,1.0,IND,9.9,63.2,13.9,27.3,0.38,66.7,25.4,Great,316,Minimal,,
Bo Melton,2023,2023,1,24,5,1,24.0,16,218,1,13,0.0,GNB,13.6,66.7,6.2,43.6,0.2,81.2,24.5,Great,340,Minimal,,
Bobby Brown,2000,2000,1,23,6,0,7.0,2,14,0,1,0.0,CLE,7.0,28.6,0.0,2.3,0.0,50.0,8.8,Below Average,1151,Minimal,,
Bobby Engram,2000,2009,10,36,117,70,631.0,420,5029,18,281,13.0,"CHI, KAN, SEA",12.0,66.6,4.3,43.0,0.15,66.9,35.9,Elite,137,Moderate,2003-2007,21.5
Bobby Shaw,2000,2004,5,29,75,17,286.0,169,2397,11,125,5.0,"2TM, BUF, JAX, PIT",14.2,59.1,6.5,32.0,0.15,74.0,28.5,Elite,245,Limited,2000-2003,20.3
Bobby Wade,2003,2009,7,28,102,50,441.0,244,2858,9,142,23.0,"2TM, CHI, KAN, MIN, TEN",11.7,55.3,3.7,28.0,0.09,58.2,25.7,Great,306,Limited,2004-2008,17.5
Bobo Wilson,2017,2019,3,24,14,2,17.0,8,105,1,5,3.0,TAM,13.1,47.1,12.5,7.5,0.07,62.5,13.9,Average,884,Minimal,,
Brad Pyatt,2003,2004,2,24,16,0,3.0,3,14,0,0,2.0,IND,4.7,100.0,0.0,0.9,0.0,0.0,12.2,Below Average,1010,Minimal,,
Brad Smith,2007,2014,7,31,96,19,153.0,81,774,3,38,5.0,"2TM, BUF, NYJ, PHI",9.6,52.9,3.7,8.1,0.03,46.9,14.2,Average,864,Minimal,,
Bradley Marquez,2015,2016,2,24,30,1,29.0,16,125,0,6,0.0,"LAR, STL",7.8,55.2,0.0,4.2,0.0,37.5,10.3,Below Average,1121,Minimal,,
Bralon Addison,2016,2016,1,23,2,0,1.0,1,11,0,1,1.0,CHI,11.0,100.0,0.0,5.5,0.0,100.0,17.0,Good,673,Minimal,,
Brandin Cooks,2014,2023,10,30,148,135,1045.0,684,9273,57,409,5.0,"DAL, HOU, LAR, NOR, NWE",13.6,65.5,8.3,62.7,0.39,59.8,49.6,Elite,49,Moderate,2015-2017,22.8
Brandon Aiyuk,2020,2023,4,25,62,60,399.0,269,3931,25,187,4.0,SFO,14.6,67.4,9.3,63.4,0.4,69.5,39.1,Elite,105,Limited,2021-2023,23.7
Brandon Banks,2010,2012,3,25,41,0,14.0,11,35,0,4,13.0,WAS,3.2,78.6,0.0,0.9,0.0,36.4,10.6,Below Average,1105,Minimal,,
Brandon Coleman,2015,2017,3,25,48,14,124.0,79,1099,8,51,2.0,NOR,13.9,63.7,10.1,22.9,0.17,64.6,22.0,Great,411,Minimal,,
Brandon Gibson,2009,2014,6,27,76,46,407.0,233,2711,13,182,4.0,"2TM, MIA, STL",11.6,57.2,5.6,35.7,0.17,78.1,27.9,Great,254,Limited,,
Brandon James,2010,2010,1,23,3,0,11.0,6,40,0,3,0.0,IND,6.7,54.5,0.0,13.3,0.0,50.0,12.1,Below Average,1016,Minimal,,
Brandon Johnson,2022,2023,2,25,20,3,44.0,25,326,5,14,1.0,DEN,13.0,56.8,20.0,16.3,0.25,56.0,19.9,Good,503,Minimal,,
Brandon Jones,2005,2009,5,27,59,27,201.0,113,1398,9,77,1.0,"SFO, TEN",12.4,56.2,8.0,23.7,0.15,68.1,22.6,Great,391,Limited,,
Brandon LaFell,2010,2018,9,32,125,90,699.0,406,5398,31,258,4.0,"CAR, CIN, NWE, OAK",13.3,58.1,7.6,43.2,0.25,63.5,36.7,Elite,127,Moderate,2012-2014,21.2
Brandon Lloyd,2003,2014,11,33,142,91,831.0,399,5989,36,335,3.0,"2TM, CHI, DEN, NWE, SFO, WAS",15.0,48.0,9.0,42.2,0.25,84.0,40.6,Elite,98,Moderate,2004-2010,21.3
Brandon London,2008,2008,1,24,14,1,6.0,3,30,0,2,0.0,MIA,10.0,50.0,0.0,2.1,0.0,66.7,11.6,Below Average,1042,Minimal,,
Brandon Marshall,2006,2018,13,34,179,158,1648.0,970,12351,83,640,17.0,"CHI, DEN, MIA, NYG, NYJ, SEA",12.7,58.9,8.6,69.0,0.46,66.0,61.8,Elite,14,Extended,2013-2015,22.4
Brandon Middleton,2007,2008,2,27,13,0,13.0,9,93,1,7,3.0,DET,10.3,69.2,11.1,7.2,0.08,77.8,16.3,Good,726,Minimal,,
Brandon Powell,2018,2023,4,28,55,10,111.0,76,678,3,36,4.0,"ATL, DET, LAR, MIN",8.9,68.5,3.9,12.3,0.05,47.4,15.5,Average,777,Minimal,,
Brandon Stokley,2000,2013,14,37,150,44,642.0,396,5311,38,283,3.0,"BAL, DEN, IND, NYG, SEA",13.4,61.7,9.6,35.4,0.25,71.5,38.9,Elite,106,Moderate,2004-2007,22.8
Brandon Tate,2009,2017,8,30,110,20,130.0,71,1099,7,44,11.0,"BUF, CIN, NWE",15.5,54.6,9.9,10.0,0.06,62.0,18.4,Good,582,Minimal,,
Brandon Williams,2007,2017,2,30,24,10,18.0,13,121,0,4,2.0,"2TM, IND",9.3,72.2,0.0,5.0,0.0,30.8,12.6,Average,986,Minimal,,
Brandon Zylstra,2018,2021,4,28,53,5,43.0,30,414,1,19,1.0,"CAR, MIN",13.8,69.8,3.3,7.8,0.02,63.3,15.6,Average,771,Minimal,,
Braxton Berrios,2019,2023,5,28,81,6,198.0,134,1323,6,66,4.0,"MIA, NYJ",9.9,67.7,4.5,16.3,0.07,49.3,18.2,Good,587,Limited,,
Braxton Miller,2016,2017,2,25,21,9,57.0,34,261,2,14,0.0,HOU,7.7,59.6,5.9,12.4,0.1,41.2,14.3,Average,855,Minimal,,
Braylon Edwards,2005,2012,8,29,112,93,741.0,359,5522,40,305,5.0,"2TM, CLE, NYJ, SFO",15.4,48.4,11.1,49.3,0.36,85.0,41.1,Elite,94,Moderate,2007-2009,20.7
Braylon Sanders,2022,2022,1,23,3,0,3.0,2,17,0,0,1.0,MIA,8.5,66.7,0.0,5.7,0.0,0.0,10.1,Below Average,1128,Minimal,,
Brenton Bersin,2014,2017,4,27,42,4,51.0,32,415,1,24,3.0,CAR,13.0,62.7,3.1,9.9,0.02,75.0,15.5,Average,777,Minimal,,
Breshad Perriman,2016,2022,7,29,80,25,292.0,145,2343,16,94,2.0,"BAL, CLE, NYJ, TAM",16.2,49.7,11.0,29.3,0.2,64.8,25.7,Great,306,Limited,,
Brett Swain,2009,2011,3,26,27,2,17.0,8,87,0,4,0.0,"GNB, SFO",10.9,47.1,0.0,3.2,0.0,50.0,11.3,Below Average,1066,Minimal,,
Brian Clark,2007,2010,4,27,32,0,27.0,11,100,0,4,2.0,"2TM, DET, TAM",9.1,40.7,0.0,3.1,0.0,36.4,9.7,Below Average,1142,Minimal,,
Brian Finneran,2000,2010,9,34,126,38,409.0,236,3072,19,162,4.0,ATL,13.0,57.7,8.1,24.4,0.15,68.6,28.5,Elite,245,Limited,,
Brian Hartline,2009,2015,7,29,104,73,599.0,344,4766,14,242,4.0,"CLE, MIA",13.9,57.4,4.1,45.8,0.13,70.3,32.5,Elite,176,Moderate,2010-2013,18.3
Brian Quick,2012,2018,7,29,84,27,221.0,114,1593,10,75,0.0,"LAR, STL, WAS",14.0,51.6,8.8,19.0,0.12,65.8,20.5,Great,476,Limited,,
Brian Robiskie,2009,2013,5,26,38,14,85.0,43,485,4,23,0.0,"ATL, CLE, DET",11.3,50.6,9.3,12.8,0.11,53.5,16.6,Good,703,Minimal,,
Brian Stablein,2000,2000,1,30,14,4,12.0,8,53,0,3,1.0,DET,6.6,66.7,0.0,3.8,0.0,37.5,11.9,Below Average,1026,Minimal,,
Brian Tyms,2013,2014,2,25,18,2,16.0,7,94,1,5,0.0,"CLE, NWE",13.4,43.8,14.3,5.2,0.06,71.4,13.5,Average,915,Minimal,,
Brice Butler,2013,2018,6,28,69,8,143.0,79,1237,9,53,0.0,"2TM, DAL, OAK",15.7,55.2,11.4,17.9,0.13,67.1,20.7,Great,465,Minimal,,
Britain Covey,2023,2023,1,26,16,0,6.0,4,42,0,2,2.0,PHI,10.5,66.7,0.0,2.6,0.0,50.0,12.0,Below Average,1022,Minimal,,
Brittan Golden,2013,2017,4,29,44,1,34.0,18,293,1,11,2.0,ARI,16.3,52.9,5.6,6.7,0.02,61.1,14.5,Average,841,Minimal,,
Bruce Ellington,2014,2018,4,27,44,9,130.0,79,769,5,38,6.0,"2TM, HOU, SFO",9.7,60.8,6.3,17.5,0.11,48.1,17.4,Good,642,Minimal,,
Bryan Edwards,2020,2022,3,24,35,16,79.0,48,779,4,35,1.0,"ATL, LVR",16.2,60.8,8.3,22.3,0.11,72.9,20.6,Great,471,Minimal,,
Bryan Gilmore,2002,2007,6,29,78,16,153.0,53,794,5,40,2.0,"ARI, MIA, SFO",15.0,34.6,9.4,10.2,0.06,75.5,17.5,Good,634,Minimal,,
Bryan Walters,2011,2016,4,29,38,4,94.0,65,683,3,42,1.0,"JAX, SDG, SEA",10.5,69.1,4.6,18.0,0.08,64.6,18.9,Good,557,Minimal,,
Bryant Johnson,2003,2011,9,30,139,74,636.0,314,3938,16,203,3.0,"ARI, DET, HOU, SFO",12.5,49.4,5.1,28.3,0.12,64.6,28.9,Elite,241,Moderate,2006-2008,19.3
Bryce Treggs,2016,2017,2,23,15,2,30.0,8,159,0,7,1.0,"CLE, PHI",19.9,26.7,0.0,10.6,0.0,87.5,14.3,Average,855,Minimal,,
Byron Pringle,2019,2023,5,30,74,13,131.0,91,1194,9,63,3.0,"CHI, KAN, WAS",13.1,69.5,9.9,16.1,0.12,69.2,20.7,Great,465,Minimal,,
C.J. Board,2019,2022,4,29,28,5,27.0,18,189,0,10,1.0,"JAX, NYG, TEN",10.5,66.7,0.0,6.8,0.0,55.6,13.1,Average,947,Minimal,,
C.J. Saunders,2021,2021,1,25,2,0,2.0,2,11,0,1,0.0,CAR,5.5,100.0,0.0,5.5,0.0,50.0,13.6,Average,907,Minimal,,
Cade Johnson,2022,2022,1,24,3,0,4.0,2,21,0,2,0.0,SEA,10.5,50.0,0.0,7.0,0.0,100.0,13.1,Average,947,Minimal,,
Calvin Austin,2023,2023,1,24,17,1,30.0,17,180,1,7,2.0,PIT,10.6,56.7,5.9,10.6,0.06,41.2,13.6,Average,907,Minimal,,
Calvin Johnson,2007,2015,9,30,135,130,1312.0,731,11619,83,552,14.0,DET,15.9,55.7,11.4,86.1,0.61,75.5,66.0,Elite,10,Extended,2009-2011,22.9
Calvin Ridley,2018,2023,5,29,66,52,516.0,324,4358,36,216,4.0,"ATL, JAX",13.5,62.8,11.1,66.0,0.55,66.7,43.4,Elite,79,Moderate,2018-2020,23.7
