Player,First_Year,Last_Year,Years_Played,Last_Age,Games,Games_Started,Targets,Receptions,Receiving_Yards,Receiving_TDs,First_Downs,Fumbles,Teams,Yards_Per_Reception,Catch_Rate,TD_Rate,Yards_Per_Game,TD_Per_Game,First_Down_Rate,Player_Score,Tier,All_Time_Rank,Experience_Level,Prime_Years,Prime_Rating
David Gettis,2010,2010,1,23,15,13,67.0,37,508,3,24,0.0,CAR,13.7,55.2,8.1,33.9,0.2,64.9,23.3,Great,372,Minimal,,
David Gilreath,2012,2012,1,24,3,0,2.0,0,0,0,0,0.0,PIT,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
David Givens,2002,2006,5,26,58,32,291.0,166,2318,12,113,1.0,"NWE, TEN",14.0,57.0,7.2,40.0,0.21,68.1,30.6,Elite,214,Limited,,
David Kircus,2003,2006,3,26,28,2,49.0,15,308,1,14,0.0,"DEN, DET",20.5,30.6,6.7,11.0,0.04,93.3,18.1,Good,593,Minimal,,
David Moore,2018,2023,5,28,56,14,143.0,83,1257,14,54,5.0,"2TM, SEA, TAM",15.1,58.0,16.9,22.4,0.25,65.1,24.1,Great,350,Minimal,,
David Nelson,2010,2014,4,28,34,15,128.0,77,872,5,44,2.0,"BUF, NYJ",11.3,60.2,6.5,25.6,0.15,57.1,21.2,Great,445,Minimal,,
David Palmer,2000,2000,1,28,6,0,1.0,1,-2,0,0,1.0,MIN,-2.0,100.0,0.0,-0.3,0.0,0.0,9.7,Below Average,1142,Minimal,,
David Patten,2000,2008,9,34,103,70,567.0,291,4255,21,190,5.0,"CLE, NOR, NWE, WAS",14.6,51.3,7.2,41.3,0.2,65.3,34.4,Elite,153,Limited,2002-2007,20.4
David Reed,2010,2013,4,26,36,0,12.0,6,68,0,3,3.0,"BAL, IND",11.3,50.0,0.0,1.9,0.0,50.0,11.4,Below Average,1062,Minimal,,
David Sills,2021,2022,2,26,13,6,23.0,13,123,0,8,0.0,NYG,9.5,56.5,0.0,9.5,0.0,61.5,12.5,Average,992,Minimal,,
David Terrell,2001,2005,5,26,54,29,248.0,128,1602,9,80,2.0,"CHI, DEN",12.5,51.6,7.0,29.7,0.17,62.5,25.3,Great,319,Limited,,
David Tyree,2003,2007,5,27,73,5,95.0,54,650,4,30,1.0,NYG,12.0,56.8,7.4,8.9,0.05,55.6,17.0,Good,673,Minimal,,
Davion Davis,2021,2021,1,25,2,1,3.0,1,17,0,1,0.0,HOU,17.0,33.3,0.0,8.5,0.0,100.0,13.9,Average,884,Minimal,,
Davone Bess,2008,2013,6,28,91,36,589.0,363,3809,14,206,17.0,"CLE, MIA",10.5,61.6,3.9,41.9,0.15,56.7,30.0,Elite,220,Moderate,2008-2010,19.0
Dax Milne,2021,2022,2,23,28,2,21.0,15,120,1,6,2.0,WAS,8.0,71.4,6.7,4.3,0.04,40.0,12.6,Average,986,Minimal,,
Daylen Baldwin,2022,2022,1,23,1,0,2.0,2,25,0,2,0.0,CLE,12.5,100.0,0.0,25.0,0.0,100.0,20.4,Great,480,Minimal,,
Dazz Newsome,2021,2021,1,22,3,1,5.0,2,23,0,1,0.0,CHI,11.5,40.0,0.0,7.7,0.0,50.0,10.9,Below Average,1089,Minimal,,
DeAndre Carter,2018,2023,6,30,94,21,157.0,108,1259,6,62,17.0,"2TM, HOU, LAC, LVR, WAS",11.7,68.8,5.6,13.4,0.06,57.4,18.2,Good,587,Limited,,
DeAndre Hopkins,2013,2023,11,31,162,161,1505.0,928,12355,78,643,12.0,"ARI, HOU, TEN",13.3,61.7,8.4,76.3,0.48,69.3,60.2,Elite,17,Extended,2017-2019,22.1
DeAndre Smelter,2016,2016,1,25,2,0,1.0,1,23,0,1,0.0,SFO,23.0,100.0,0.0,11.5,0.0,100.0,21.5,Great,434,Minimal,,
DeAndrew White,2015,2019,3,28,16,1,18.0,7,93,0,6,2.0,"CAR, HOU, SFO",13.3,38.9,0.0,5.8,0.0,85.7,12.5,Average,992,Minimal,,
DeMarco Sampson,2011,2011,1,26,12,0,8.0,3,36,0,3,0.0,ARI,12.0,37.5,0.0,3.0,0.0,100.0,12.5,Average,992,Minimal,,
DeMichael Harris,2020,2020,1,22,7,0,10.0,10,79,0,3,0.0,IND,7.9,100.0,0.0,11.3,0.0,30.0,14.6,Average,835,Minimal,,
DeSean Jackson,2008,2022,15,36,183,159,1144.0,641,11263,58,432,16.0,"2TM, BAL, PHI, TAM, WAS",17.6,56.0,9.0,61.5,0.32,67.4,53.3,Elite,32,Moderate,2013-2016,23.2
DeVante Parker,2015,2023,9,30,119,88,686.0,402,5660,27,277,2.0,"MIA, NWE",14.1,58.6,6.7,47.6,0.23,68.9,35.7,Elite,141,Moderate,2019-2021,20.7
DeVier Posey,2012,2014,3,24,26,1,40.0,22,272,0,9,0.0,HOU,12.4,55.0,0.0,10.5,0.0,40.9,12.9,Average,968,Minimal,,
DeVonta Smith,2021,2023,3,25,50,49,352.0,240,3178,19,147,3.0,PHI,13.2,68.2,7.9,63.6,0.38,61.3,36.6,Elite,129,Limited,2021-2023,22.1
Dede Westbrook,2017,2021,5,28,55,25,269.0,170,1788,9,89,8.0,"JAX, MIN",10.5,63.2,5.3,32.5,0.16,52.4,23.3,Great,372,Limited,,
Dedric Ward,2000,2004,5,30,60,18,219.0,102,1293,4,72,4.0,"2TM, DAL, MIA, NYJ",12.7,46.6,3.9,21.6,0.07,70.6,20.7,Great,465,Limited,,
Deebo Samuel,2019,2023,5,27,66,58,429.0,283,4122,19,161,10.0,SFO,14.6,66.0,6.7,62.5,0.29,56.9,36.2,Elite,133,Limited,2021-2023,21.9
Deion Branch,2002,2012,11,33,140,111,883.0,518,6644,39,381,3.0,"2TM, NWE, SEA",12.8,58.7,7.5,47.5,0.28,73.6,44.0,Elite,76,Moderate,2009-2011,20.3
Demarcus Ayers,2016,2016,1,22,2,1,13.0,6,53,1,3,0.0,PIT,8.8,46.2,16.7,26.5,0.5,50.0,23.2,Great,376,Minimal,,
Demarcus Robinson,2017,2023,7,29,114,51,341.0,219,2508,20,125,6.0,"BAL, KAN, LAR",11.5,64.2,9.1,22.0,0.18,57.1,24.7,Great,335,Limited,,
Demario Douglas,2023,2023,1,23,14,7,79.0,49,561,0,26,3.0,NWE,11.4,62.0,0.0,40.1,0.0,53.1,18.6,Good,569,Minimal,,
Demaryius Thomas,2010,2019,10,32,143,128,1186.0,724,9763,63,459,12.0,"2TM, DEN, NYJ",13.5,61.0,8.7,68.3,0.44,63.4,55.0,Elite,24,Extended,2012-2014,23.4
Demetric Felton,2021,2022,2,24,24,4,25.0,20,189,2,10,5.0,CLE,9.4,80.0,10.0,7.9,0.08,50.0,15.5,Average,777,Minimal,,
Demetrius Harris,2016,2016,1,25,16,11,31.0,17,123,1,8,1.0,KAN,7.2,54.8,5.9,7.7,0.06,47.1,12.2,Below Average,1010,Minimal,,
Demetrius Williams,2006,2010,5,27,46,4,134.0,63,1008,4,46,0.0,"BAL, CLE",16.0,47.0,6.3,21.9,0.09,73.0,20.4,Great,480,Minimal,,
Denard Robinson,2013,2016,3,26,42,4,36.0,24,186,0,9,6.0,JAX,7.8,66.7,0.0,4.4,0.0,37.5,11.4,Below Average,1062,Minimal,,
Denarius Moore,2011,2014,4,26,51,37,303.0,142,2169,17,101,5.0,OAK,15.3,46.9,12.0,42.5,0.33,71.1,31.2,Elite,202,Limited,,
Dennis Houston,2022,2022,1,23,2,0,6.0,2,16,0,0,0.0,DAL,8.0,33.3,0.0,8.0,0.0,0.0,7.6,Below Average,1167,Minimal,,
Dennis Northcutt,2000,2009,10,32,144,61,680.0,399,4941,18,231,15.0,"CLE, DET, JAX",12.4,58.7,4.5,34.3,0.12,57.9,32.6,Elite,174,Moderate,2005-2008,19.3
Denzel Mims,2020,2022,3,25,30,15,92.0,42,676,0,27,0.0,NYJ,16.1,45.7,0.0,22.5,0.0,64.3,16.5,Good,714,Minimal,,
Deon Butler,2009,2011,3,25,34,8,119.0,57,611,4,32,0.0,SEA,10.7,47.9,7.0,18.0,0.12,56.1,17.6,Good,626,Minimal,,
Deon Cain,2019,2019,1,23,13,6,20.0,9,124,0,7,0.0,2TM,13.8,45.0,0.0,9.5,0.0,77.8,13.4,Average,926,Minimal,,
Deontay Burnett,2018,2020,3,23,8,2,23.0,15,210,0,9,0.0,"NYJ, PHI",14.0,65.2,0.0,26.2,0.0,60.0,17.2,Good,655,Minimal,,
Deonte Harty,2019,2023,5,26,56,5,113.0,79,943,5,44,11.0,"BUF, NOR",11.9,69.9,6.3,16.8,0.09,55.7,18.7,Good,563,Minimal,,
Deonte Thompson,2012,2018,6,29,65,22,164.0,94,1193,4,36,3.0,"2TM, BAL, CHI",12.7,57.3,4.3,18.4,0.06,38.3,17.3,Good,648,Minimal,,
Derek Dorris,2002,2002,1,24,6,0,2.0,0,0,0,0,0.0,NYG,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Derek Hagan,2006,2014,8,30,99,13,265.0,148,1734,7,113,0.0,"2TM, MIA, NYG, OAK, TEN",11.7,55.8,4.7,17.5,0.07,76.4,20.5,Great,476,Limited,,
Derek Moye,2013,2013,1,25,7,0,6.0,2,20,1,2,0.0,PIT,10.0,33.3,50.0,2.9,0.14,100.0,13.7,Average,898,Minimal,,
Derek Stanley,2007,2008,2,23,13,0,13.0,6,119,1,2,3.0,STL,19.8,46.2,16.7,9.2,0.08,33.3,16.1,Good,738,Minimal,,
Derick Armstrong,2003,2005,3,26,35,5,64.0,45,605,2,33,0.0,HOU,13.4,70.3,4.4,17.3,0.06,73.3,20.7,Great,465,Minimal,,
Derius Davis,2023,2023,1,23,17,2,17.0,15,66,0,0,3.0,LAC,4.4,88.2,0.0,3.9,0.0,0.0,10.5,Below Average,1114,Minimal,,
Derrick Alexander,2000,2002,3,31,37,32,251.0,119,1995,14,84,0.0,"KAN, MIN",16.8,47.4,11.8,53.9,0.38,70.6,36.2,Elite,133,Limited,,
Derrick Hamilton,2004,2004,1,23,2,0,1.0,0,0,0,0,0.0,SFO,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Derrick Lewis,2003,2006,2,31,7,0,2.0,2,12,0,1,0.0,"HOU, NOR",6.0,100.0,0.0,1.7,0.0,50.0,14.7,Average,832,Minimal,,
Derrick Mason,2000,2011,12,37,185,167,1421.0,896,11453,63,624,12.0,"2TM, BAL, TEN",12.8,63.1,7.0,61.9,0.34,69.6,59.2,Elite,20,Extended,2001-2003,22.5
Derrick Mayes,2000,2000,1,26,13,8,47.0,29,264,1,16,0.0,SEA,9.1,61.7,3.4,20.3,0.08,55.2,18.1,Good,593,Minimal,,
Derrick Williams,2009,2010,2,24,18,1,18.0,9,82,0,3,2.0,DET,9.1,50.0,0.0,4.6,0.0,33.3,10.6,Below Average,1105,Minimal,,
Derrick Willies,2018,2018,1,24,5,0,5.0,3,61,0,2,1.0,CLE,20.3,60.0,0.0,12.2,0.0,66.7,16.5,Good,714,Minimal,,
Derrius Thompson,2001,2004,4,27,64,29,206.0,105,1543,9,74,2.0,"MIA, WAS",14.7,51.0,8.6,24.1,0.14,70.5,24.4,Great,342,Limited,,
Desmond Howard,2000,2001,2,31,29,1,17.0,12,147,1,5,3.0,DET,12.2,70.6,8.3,5.1,0.03,41.7,15.4,Average,786,Minimal,,
Devale Ellis,2006,2006,1,22,9,2,9.0,4,41,0,2,1.0,DET,10.2,44.4,0.0,4.6,0.0,50.0,11.0,Below Average,1080,Minimal,,
Devard Darling,2004,2008,3,26,35,10,74.0,37,578,4,24,1.0,"BAL, KAN",15.6,50.0,10.8,16.5,0.11,64.9,19.0,Good,552,Minimal,,
Deven Thompkins,2022,2023,2,24,22,2,35.0,22,115,1,6,4.0,TAM,5.2,62.9,4.5,5.2,0.05,27.3,11.0,Below Average,1080,Minimal,,
Devery Henderson,2005,2012,8,30,123,76,442.0,245,4377,20,174,3.0,NOR,17.9,55.4,8.2,35.6,0.16,71.0,31.9,Elite,189,Limited,,
Devin Aromashodu,2007,2012,5,28,61,11,190.0,78,1193,5,59,1.0,"CHI, IND, MIN",15.3,41.1,6.4,19.6,0.08,75.6,19.6,Good,524,Minimal,,
Devin Duvernay,2020,2023,4,26,59,24,131.0,94,898,5,41,2.0,BAL,9.6,71.8,5.3,15.2,0.08,43.6,17.4,Good,642,Minimal,,
Devin Funchess,2015,2019,5,25,62,41,316.0,164,2265,21,121,1.0,"CAR, IND",13.8,51.9,12.8,36.5,0.34,73.8,29.6,Elite,230,Limited,,
Devin Hester,2008,2014,6,32,91,47,410.0,235,3012,14,134,16.0,"ATL, CHI",12.8,57.3,6.0,33.1,0.15,57.0,27.1,Great,270,Limited,2008-2010,19.4
Devin Smith,2015,2021,4,29,22,5,41.0,15,248,2,10,1.0,"DAL, JAX, NYJ",16.5,36.6,13.3,11.3,0.09,66.7,15.5,Average,777,Minimal,,
Devin Street,2014,2016,3,25,36,2,26.0,10,152,1,8,1.0,"DAL, IND",15.2,38.5,10.0,4.2,0.03,80.0,13.3,Average,932,Minimal,,
Devin Thomas,2008,2011,4,25,55,11,78.0,43,482,3,26,0.0,"3TM, NYG, WAS",11.2,55.1,7.0,8.8,0.05,60.5,15.3,Average,791,Minimal,,
Devon Wylie,2012,2012,1,24,6,1,12.0,6,53,0,2,0.0,KAN,8.8,50.0,0.0,8.8,0.0,33.3,10.6,Below Average,1105,Minimal,,
Dexter McCluster,2010,2016,6,27,73,21,274.0,184,1541,6,81,11.0,"KAN, SDG, TEN",8.4,67.2,3.3,21.1,0.08,44.0,20.0,Great,499,Limited,,
Dez Bryant,2010,2020,9,32,119,99,920.0,537,7506,75,356,14.0,"BAL, DAL",14.0,58.4,14.0,63.1,0.63,66.3,55.0,Elite,24,Moderate,2012-2014,24.4
Dez Fitzpatrick,2021,2021,1,24,4,0,8.0,5,49,1,4,0.0,TEN,9.8,62.5,20.0,12.2,0.25,80.0,18.9,Good,557,Minimal,,
Dez White,2000,2005,6,26,82,49,371.0,187,2149,11,102,2.0,"ATL, CHI",11.5,50.4,5.9,26.2,0.13,54.5,24.4,Great,342,Limited,2001-2003,16.8
Dezmin Lewis,2016,2016,1,24,1,0,1.0,0,0,0,0,0.0,BUF,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Dezmon Briscoe,2010,2012,3,23,25,2,63.0,43,502,7,25,0.0,"TAM, WAS",11.7,68.3,16.3,20.1,0.28,58.1,23.3,Great,372,Minimal,,
Dezmon Patmon,2021,2022,2,24,9,0,10.0,4,45,1,2,0.0,IND,11.2,40.0,25.0,5.0,0.11,50.0,12.7,Average,980,Minimal,,
Diontae Johnson,2019,2023,5,27,77,67,639.0,391,4363,25,217,11.0,PIT,11.2,61.2,6.4,56.7,0.32,55.5,35.9,Elite,137,Moderate,2019-2021,20.0
Diontae Spencer,2019,2021,3,29,42,2,18.0,10,54,0,2,7.0,DEN,5.4,55.6,0.0,1.3,0.0,20.0,8.4,Below Average,1160,Minimal,,
Domenik Hixon,2007,2013,6,29,76,13,176.0,109,1460,7,69,4.0,"2TM, CAR, NYG",13.4,61.9,6.4,19.2,0.09,63.3,21.1,Great,451,Limited,,
Dominique Thompson,2005,2005,1,23,2,0,2.0,1,13,0,0,0.0,STL,13.0,50.0,0.0,6.5,0.0,0.0,10.7,Below Average,1098,Minimal,,
Dominique Zeigler,2008,2010,2,26,19,0,23.0,14,195,0,7,0.0,SFO,13.9,60.9,0.0,10.3,0.0,50.0,14.7,Average,832,Minimal,,
Donald Driver,2000,2012,13,37,199,155,1228.0,740,10106,60,477,8.0,GNB,13.7,60.3,8.1,50.8,0.3,64.5,53.1,Elite,34,Extended,2002-2004,21.8
Donald Hayes,2000,2002,3,27,43,31,248.0,130,1656,7,85,2.0,"CAR, NWE",12.7,52.4,5.4,38.5,0.16,65.4,26.7,Great,280,Limited,,
Donald Jones,2010,2012,3,25,35,22,154.0,82,887,6,42,1.0,BUF,10.8,53.2,7.3,25.3,0.17,51.2,20.8,Great,461,Minimal,,
Dondre Gilliam,2003,2003,1,26,5,1,8.0,6,95,0,5,0.0,SDG,15.8,75.0,0.0,19.0,0.0,83.3,20.2,Great,485,Minimal,,
Donnie Avery,2008,2014,6,30,77,60,431.0,218,2861,14,126,5.0,"IND, KAN, STL, TEN",13.1,50.6,6.4,37.2,0.18,57.8,27.6,Great,257,Limited,2009-2013,18.1
Donovan Morgan,2005,2005,1,23,3,0,9.0,4,42,0,1,0.0,HOU,10.5,44.4,0.0,14.0,0.0,25.0,11.7,Below Average,1038,Minimal,,
Donovan Peoples-Jones,2020,2023,4,24,58,31,199.0,122,1895,8,76,4.0,"2TM, CLE",15.5,61.3,6.6,32.7,0.14,62.3,24.3,Great,344,Limited,,
Dontayvion Wicks,2023,2023,1,22,15,6,58.0,39,581,4,29,3.0,GNB,14.9,67.2,10.3,38.7,0.27,74.4,26.1,Great,296,Minimal,,
Donte Moncrief,2014,2020,7,27,83,43,363.0,205,2576,21,130,1.0,"2TM, IND, JAX, NWE",12.6,56.5,10.2,31.0,0.25,63.4,27.4,Great,263,Limited,,
Donte' Stallworth,2002,2012,10,32,115,60,594.0,321,4837,35,214,5.0,"BAL, CLE, NOR, NWE, PHI, WAS",15.1,54.0,10.9,42.1,0.3,66.7,39.4,Elite,102,Moderate,2002-2005,21.3
Donteea Dye,2015,2015,1,22,10,5,30.0,11,132,1,8,1.0,TAM,12.0,36.7,9.1,13.2,0.1,72.7,14.6,Average,835,Minimal,,
Dontrelle Inman,2014,2020,7,31,75,37,309.0,188,2445,13,102,3.0,"2TM, IND, SDG, WAS",13.0,60.8,6.9,32.6,0.17,54.3,25.3,Great,319,Limited,,
Dorial Green-Beckham,2015,2016,2,23,31,12,141.0,68,941,6,55,0.0,"PHI, TEN",13.8,48.2,8.8,30.4,0.19,80.9,22.4,Great,401,Minimal,,
Doug Baldwin,2011,2018,8,30,123,90,722.0,493,6563,49,316,2.0,SEA,13.3,68.3,9.9,53.4,0.4,64.1,45.7,Elite,63,Moderate,2013-2015,24.3
Doug Gabriel,2003,2006,4,26,57,12,206.0,101,1550,8,94,3.0,"2TM, OAK",15.3,49.0,7.9,27.2,0.14,93.1,25.8,Great,301,Limited,,
Drake London,2022,2023,2,22,33,31,227.0,141,1771,6,93,3.0,ATL,12.6,62.1,4.3,53.7,0.18,66.0,27.5,Great,261,Limited,,
Drew Bennett,2001,2008,8,30,102,58,589.0,307,4412,28,230,6.0,"STL, TEN",14.4,52.1,9.1,43.3,0.27,74.9,37.6,Elite,118,Moderate,2004-2006,20.3
Drew Carter,2005,2007,3,26,33,9,141.0,71,977,8,46,0.0,CAR,13.8,50.4,11.3,29.6,0.24,64.8,24.3,Great,344,Minimal,,
Drew Davis,2012,2013,2,24,32,3,24.0,16,256,3,11,0.0,ATL,16.0,66.7,18.8,8.0,0.09,68.8,17.5,Good,634,Minimal,,
Drew Haddad,2002,2002,1,24,1,0,1.0,1,11,0,1,0.0,IND,11.0,100.0,0.0,11.0,0.0,100.0,19.9,Good,503,Minimal,,
Dri Archer,2014,2014,1,23,12,0,10.0,7,23,0,0,0.0,PIT,3.3,70.0,0.0,1.9,0.0,0.0,8.3,Below Average,1161,Minimal,,
Duke Calhoun,2010,2010,1,23,9,0,2.0,1,4,0,0,0.0,NYG,4.0,50.0,0.0,0.4,0.0,0.0,6.9,Below Average,1172,Minimal,,
Duke Williams,2019,2019,1,27,4,3,19.0,12,166,1,8,0.0,BUF,13.8,63.2,8.3,41.5,0.25,66.7,24.3,Great,344,Minimal,,
Dwayne Bowe,2007,2015,9,31,125,112,960.0,537,7208,44,370,6.0,"CLE, KAN",13.4,55.9,8.2,57.7,0.35,68.9,45.3,Elite,68,Moderate,2009-2011,21.7
Dwayne Harris,2012,2019,7,32,94,11,122.0,77,874,8,38,15.0,"DAL, NYG, OAK",11.4,63.1,10.4,9.3,0.09,49.4,16.8,Good,690,Minimal,,
Dwayne Jarrett,2007,2010,4,24,32,3,68.0,35,428,1,23,0.0,CAR,12.2,51.5,2.9,13.4,0.03,65.7,15.6,Average,771,Minimal,,
Dwight Stone,2000,2000,1,36,12,0,1.0,0,0,0,0,1.0,NYJ,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Dyami Brown,2021,2023,3,24,47,7,62.0,29,476,3,19,0.0,WAS,16.4,46.8,10.3,10.1,0.06,65.5,15.9,Average,754,Minimal,,
E.G. Green,2000,2000,1,25,7,0,26.0,18,201,1,12,0.0,IND,11.2,69.2,5.6,28.7,0.14,66.7,22.4,Great,401,Minimal,,
Earl Bennett,2008,2013,6,26,78,29,295.0,185,2277,12,107,4.0,CHI,12.3,62.7,6.5,29.2,0.15,57.8,25.4,Great,316,Limited,,
Early Doucet,2008,2012,5,27,54,14,250.0,139,1491,7,74,1.0,ARI,10.7,55.6,5.0,27.6,0.13,53.2,21.8,Great,422,Limited,,
Easop Winston,2021,2021,1,25,3,1,1.0,1,5,0,0,0.0,NOR,5.0,100.0,0.0,1.7,0.0,0.0,11.1,Below Average,1075,Minimal,,
Ed Eagan,2017,2017,1,24,4,0,1.0,0,0,0,0,0.0,NYG,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Ed McCaffrey,2000,2003,4,35,45,40,293.0,195,2509,12,129,1.0,DEN,12.9,66.6,6.2,55.8,0.27,66.2,35.4,Elite,143,Limited,,
Eddie Berlin,2001,2005,5,27,62,1,54.0,26,379,2,16,2.0,"CHI, TEN",14.6,48.1,7.7,6.1,0.03,61.5,15.7,Average,768,Minimal,,
Eddie Drummond,2002,2006,2,26,23,0,13.0,4,7,0,1,6.0,DET,1.8,30.8,0.0,0.3,0.0,25.0,5.9,Below Average,1181,Minimal,,
Eddie Kennison,2000,2008,9,35,118,102,679.0,391,5948,28,291,6.0,"2TM, CHI, KAN, STL",15.2,57.6,7.2,50.4,0.24,74.4,41.5,Elite,89,Moderate,2003-2005,22.3
Eddie Royal,2008,2016,9,30,116,71,659.0,408,4357,28,218,12.0,"CHI, DEN, SDG",10.7,61.9,6.9,37.6,0.24,53.4,33.3,Elite,168,Moderate,2010-2014,21.9
Edell Shepherd,2003,2006,3,26,25,0,19.0,13,163,1,6,3.0,"HOU, TAM",12.5,68.4,7.7,6.5,0.04,46.2,16.0,Good,746,Minimal,,
Eli Rogers,2016,2018,3,26,30,15,116.0,78,822,4,39,4.0,PIT,10.5,67.2,5.1,27.4,0.13,50.0,20.0,Great,499,Minimal,,
Elijah Cooks,2023,2023,1,25,9,0,4.0,3,38,0,2,0.0,JAX,12.7,75.0,0.0,4.2,0.0,66.7,14.2,Average,864,Minimal,,
Elijah Moore,2021,2023,3,23,44,27,246.0,139,1624,8,75,3.0,"CLE, NYJ",11.7,56.5,5.8,36.9,0.18,54.0,23.7,Great,364,Limited,,
Emmanuel Arceneaux,2011,2011,1,24,3,0,2.0,1,10,0,1,0.0,MIN,10.0,50.0,0.0,3.3,0.0,100.0,13.0,Average,954,Minimal,,
Emmanuel Sanders,2010,2021,12,34,172,122,1136.0,704,9245,51,445,12.0,"2TM, BUF, DEN, NOR, PIT",13.1,62.0,7.2,53.8,0.3,63.2,48.1,Elite,52,Extended,2018-2020,22.1
Equanimeous St. Brown,2018,2023,5,27,60,28,110.0,63,928,2,42,1.0,"CHI, GNB",14.7,57.3,3.2,15.5,0.03,66.7,17.2,Good,655,Minimal,,
Eric Decker,2010,2017,8,30,111,83,713.0,439,5816,53,297,7.0,"DEN, NYJ, TEN",13.2,61.6,12.1,52.4,0.48,67.7,45.8,Elite,61,Moderate,2011-2013,23.6
Eric Metcalf,2001,2001,1,33,10,0,5.0,4,19,0,0,4.0,WAS,4.8,80.0,0.0,1.9,0.0,0.0,10.6,Below Average,1105,Minimal,,
Eric Moulds,2000,2007,8,34,124,115,1011.0,583,7060,31,349,5.0,"BUF, HOU, TEN",12.1,57.7,5.3,56.9,0.25,59.9,44.4,Elite,72,Moderate,2000-2002,19.4
Eric Page,2013,2013,1,22,16,1,9.0,4,68,0,3,3.0,TAM,17.0,44.4,0.0,4.2,0.0,75.0,13.3,Average,932,Minimal,,
Eric Parker,2002,2006,5,27,62,40,282.0,187,2586,11,130,8.0,SDG,13.8,66.3,5.9,41.7,0.18,69.5,31.5,Elite,197,Limited,2004-2006,21.1
Eric Weems,2008,2017,9,32,134,7,47.0,39,358,4,22,4.0,"ATL, CHI, TEN",9.2,83.0,10.3,2.7,0.03,56.4,15.4,Average,786,Minimal,,
Erik Ezukanma,2022,2023,2,23,3,0,2.0,1,3,0,0,0.0,MIA,3.0,50.0,0.0,1.0,0.0,0.0,6.4,Below Average,1176,Minimal,,
Ernest Wilford,2004,2010,6,31,72,37,265.0,145,2022,14,109,1.0,"JAX, MIA",13.9,54.7,9.7,28.1,0.19,75.2,26.1,Great,296,Limited,,
Evan Moore,2009,2012,3,27,32,5,57.0,29,486,1,21,1.0,"2TM, CLE",16.8,50.9,3.4,15.2,0.03,72.4,17.5,Good,634,Minimal,,
Frank Darby,2021,2022,2,25,15,0,5.0,2,29,0,2,0.0,ATL,14.5,40.0,0.0,1.9,0.0,100.0,12.7,Average,980,Minimal,,
Frank Murphy,2001,2001,1,24,11,0,17.0,8,71,1,4,2.0,TAM,8.9,47.1,12.5,6.5,0.09,50.0,13.9,Average,884,Minimal,,
Frank Sanders,2000,2003,4,30,56,41,279.0,143,1937,10,101,1.0,"ARI, BAL",13.5,51.3,7.0,34.6,0.18,70.6,27.6,Great,257,Limited,,
Frankie Hammond,2014,2014,1,24,16,3,11.0,4,45,0,2,0.0,KAN,11.2,36.4,0.0,2.8,0.0,50.0,9.9,Below Average,1134,Minimal,,
Fred Brown,2019,2019,1,26,13,1,3.0,2,21,0,1,1.0,DEN,10.5,66.7,0.0,1.6,0.0,50.0,11.8,Below Average,1034,Minimal,,
Fred Coleman,2001,2001,1,26,8,0,4.0,2,50,0,1,0.0,NWE,25.0,50.0,0.0,6.2,0.0,50.0,17.5,Good,634,Minimal,,
Freddie Martino,2014,2018,4,27,26,0,19.0,13,238,1,9,0.0,"ATL, TAM",18.3,68.4,7.7,9.2,0.04,69.2,17.3,Good,648,Minimal,,
Freddie Mitchell,2001,2004,4,26,63,17,171.0,90,1263,5,63,1.0,PHI,14.0,52.6,5.6,20.0,0.08,70.0,21.5,Great,434,Minimal,,
Freddie Swain,2020,2022,3,24,37,10,67.0,42,576,6,21,2.0,"2TM, SEA",13.7,62.7,14.3,15.6,0.16,50.0,19.1,Good,546,Minimal,,
Frisman Jackson,2002,2005,4,26,34,0,66.0,40,490,1,26,1.0,CLE,12.2,60.6,2.5,14.4,0.03,65.0,17.7,Good,621,Minimal,,
Gabriel Davis,2020,2023,4,24,64,47,299.0,163,2730,27,125,3.0,BUF,16.7,54.5,16.6,42.7,0.42,76.7,34.3,Elite,154,Limited,,
Gari Scott,2001,2001,1,23,3,0,4.0,2,26,0,1,0.0,PHI,13.0,50.0,0.0,8.7,0.0,50.0,13.8,Average,891,Minimal,,
Garrett Wilson,2022,2023,2,23,34,29,315.0,178,2145,7,103,4.0,NYJ,12.1,56.5,3.9,63.1,0.21,57.9,29.3,Elite,235,Limited,,
Gary Banks,2010,2010,1,29,2,2,3.0,1,2,0,0,0.0,SDG,2.0,33.3,0.0,1.0,0.0,0.0,5.0,Below Average,1188,Minimal,,
Gehrig Dieter,2018,2020,2,27,8,0,5.0,2,32,0,2,0.0,KAN,16.0,40.0,0.0,4.0,0.0,100.0,13.5,Average,915,Minimal,,
Geoff Swaim,2020,2020,1,27,10,8,12.0,9,83,1,6,0.0,TEN,9.2,75.0,11.1,8.3,0.1,66.7,15.8,Average,761,Minimal,,
George Farmer,2016,2016,1,23,2,0,3.0,1,4,0,0,0.0,SEA,4.0,33.3,0.0,2.0,0.0,0.0,5.5,Below Average,1185,Minimal,,
